Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Exchange,Chrome 121.0.0.0,,,01-03-2024 10:17:33,01-03-2024 10:18:04,31.186s,ERROR
,,,,,,,
Test Cases/Exchange/Place exchange_cricket bet,Chrome 121.0.0.0,,,01-03-2024 10:17:33,01-03-2024 10:18:04,31.057s,ERROR
Start setup action : setupTestCase,Chrome 121.0.0.0,,,01-03-2024 10:17:33,01-03-2024 10:17:45,12.015s,PASSED
"click(findTestObject(""Object Repository/Exchange Page/Exchange_menu""))",Chrome 121.0.0.0,,,01-03-2024 10:17:45,01-03-2024 10:17:49,3.874s,PASSED
"click(findTestObject(""Object Repository/Exchange Page/Cricket_menu""))",Chrome 121.0.0.0,,,01-03-2024 10:17:49,01-03-2024 10:17:52,2.311s,PASSED
delay(5),Chrome 121.0.0.0,,,01-03-2024 10:17:52,01-03-2024 10:17:57,5.024s,PASSED
"game1 = getWebDriver().findElement(By.xpath(""(//section[@class='mod-event-line ng-scope ng-isolate-scope'])[1]/ul[1]/li[1]""))",Chrome 121.0.0.0,,,01-03-2024 10:17:57,01-03-2024 10:17:57,0.290s,PASSED
game1.click(),Chrome 121.0.0.0,,,01-03-2024 10:17:57,01-03-2024 10:17:58,1.177s,PASSED
delay(5),Chrome 121.0.0.0,,,01-03-2024 10:17:58,01-03-2024 10:18:03,5.016s,PASSED
"teamAback = getWebDriver().findElement(By.xpath(""(//tr[@class='runner-line ng-scope'])[1]/td[4]/button""))",Chrome 121.0.0.0,,,01-03-2024 10:18:03,01-03-2024 10:18:03,0.259s,PASSED
teamAback.click(),Chrome 121.0.0.0,,,01-03-2024 10:18:03,01-03-2024 10:18:03,0.044s,PASSED
"getvalue = getWebDriver().findElement(By.xpath(""(//tr[@class='runner-line ng-scope'])[1]/td[4]/button/div/span[1]""))",Chrome 121.0.0.0,,,01-03-2024 10:18:03,01-03-2024 10:18:04,0.919s,PASSED
oddvalue = getvalue.getText(),Chrome 121.0.0.0,,,01-03-2024 10:18:04,01-03-2024 10:18:04,0.017s,PASSED
println(oddvalue),Chrome 121.0.0.0,,,01-03-2024 10:18:04,01-03-2024 10:18:04,0.003s,PASSED
stringNum = oddvalue,Chrome 121.0.0.0,,,01-03-2024 10:18:04,01-03-2024 10:18:04,0.001s,PASSED
intNum = stringNum.toInteger(),Chrome 121.0.0.0,,,01-03-2024 10:18:04,01-03-2024 10:18:04,0.009s,ERROR
