Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Exchange,Chrome 121.0.0.0,,,01-03-2024 11:49:55,01-03-2024 11:50:36,41.101s,ERROR
,,,,,,,
Test Cases/Exchange/Place exchange_cricket bet,Chrome 121.0.0.0,,,01-03-2024 11:49:55,01-03-2024 11:50:36,40.914s,ERROR
Start setup action : setupTestCase,Chrome 121.0.0.0,,,01-03-2024 11:49:55,01-03-2024 11:50:15,19.238s,PASSED
"click(findTestObject(""Object Repository/Exchange Page/Exchange_menu""))",Chrome 121.0.0.0,,,01-03-2024 11:50:15,01-03-2024 11:50:20,5.719s,PASSED
"click(findTestObject(""Object Repository/Exchange Page/Cricket_menu""))",Chrome 121.0.0.0,,,01-03-2024 11:50:20,01-03-2024 11:50:23,2.174s,PASSED
delay(5),Chrome 121.0.0.0,,,01-03-2024 11:50:23,01-03-2024 11:50:28,5.035s,PASSED
"game1 = getWebDriver().findElement(By.xpath(""(//section[@class='mod-event-line ng-scope ng-isolate-scope'])[1]/ul[1]/li[1]""))",Chrome 121.0.0.0,,,01-03-2024 11:50:28,01-03-2024 11:50:28,0.300s,PASSED
game1.click(),Chrome 121.0.0.0,,,01-03-2024 11:50:28,01-03-2024 11:50:30,2.054s,PASSED
delay(5),Chrome 121.0.0.0,,,01-03-2024 11:50:30,01-03-2024 11:50:35,5.013s,PASSED
"teamAback = getWebDriver().findElement(By.xpath(""(//tr[@class='runner-line ng-scope'])[1]/td[4]/button""))",Chrome 121.0.0.0,,,01-03-2024 11:50:35,01-03-2024 11:50:36,0.617s,PASSED
teamAback.click(),Chrome 121.0.0.0,,,01-03-2024 11:50:36,01-03-2024 11:50:36,0.063s,PASSED
"getvalue = getWebDriver().findElement(By.xpath(""(//tr[@class='runner-line ng-scope'])[1]/td[4]/button/div/span[1]""))",Chrome 121.0.0.0,,,01-03-2024 11:50:36,01-03-2024 11:50:36,0.503s,PASSED
oddvalue = getvalue.getText(),Chrome 121.0.0.0,,,01-03-2024 11:50:36,01-03-2024 11:50:36,0.021s,PASSED
println(oddvalue),Chrome 121.0.0.0,,,01-03-2024 11:50:36,01-03-2024 11:50:36,0.000s,PASSED
"oddvalue2 = ""'"" + oddvalue + ""'""",Chrome 121.0.0.0,,,01-03-2024 11:50:36,01-03-2024 11:50:36,0.000s,PASSED
str = oddvalue2,Chrome 121.0.0.0,,,01-03-2024 11:50:36,01-03-2024 11:50:36,0.000s,PASSED
intValue = str.toInteger(),Chrome 121.0.0.0,,,01-03-2024 11:50:36,01-03-2024 11:50:36,0.014s,ERROR
