Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Exchange,Chrome 121.0.0.0,,,01-03-2024 09:57:29,01-03-2024 09:58:06,36.808s,PASSED
,,,,,,,
Test Cases/Exchange/Place exchange_cricket bet,Chrome 121.0.0.0,,,01-03-2024 09:57:29,01-03-2024 09:58:06,36.673s,PASSED
Start setup action : setupTestCase,Chrome 121.0.0.0,,,01-03-2024 09:57:29,01-03-2024 09:57:42,12.584s,PASSED
"click(findTestObject(""Object Repository/Exchange Page/Exchange_menu""))",Chrome 121.0.0.0,,,01-03-2024 09:57:42,01-03-2024 09:57:45,3.665s,PASSED
"click(findTestObject(""Object Repository/Exchange Page/Cricket_menu""))",Chrome 121.0.0.0,,,01-03-2024 09:57:45,01-03-2024 09:57:48,2.405s,PASSED
delay(5),Chrome 121.0.0.0,,,01-03-2024 09:57:48,01-03-2024 09:57:53,5.028s,PASSED
"game1 = getWebDriver().findElement(By.xpath(""(//section[@class='mod-event-line ng-scope ng-isolate-scope'])[1]/ul[1]/li[1]""))",Chrome 121.0.0.0,,,01-03-2024 09:57:53,01-03-2024 09:57:53,0.263s,PASSED
game1.click(),Chrome 121.0.0.0,,,01-03-2024 09:57:53,01-03-2024 09:57:54,1.042s,PASSED
delay(5),Chrome 121.0.0.0,,,01-03-2024 09:57:54,01-03-2024 09:57:59,5.017s,PASSED
"teamAback = getWebDriver().findElement(By.xpath(""(//tr[@class='runner-line ng-scope'])[1]/td[4]/button""))",Chrome 121.0.0.0,,,01-03-2024 09:57:59,01-03-2024 09:57:59,0.298s,PASSED
teamAback.click(),Chrome 121.0.0.0,,,01-03-2024 09:57:59,01-03-2024 09:58:00,0.062s,PASSED
"getvalue = getWebDriver().findElement(By.xpath(""(//tr[@class='runner-line ng-scope'])[1]/td[4]/button/div/span[1]""))",Chrome 121.0.0.0,,,01-03-2024 09:58:00,01-03-2024 09:58:01,0.981s,PASSED
oddvalue = getvalue.getText(),Chrome 121.0.0.0,,,01-03-2024 09:58:01,01-03-2024 09:58:01,0.008s,PASSED
println(oddvalue),Chrome 121.0.0.0,,,01-03-2024 09:58:01,01-03-2024 09:58:01,0.000s,PASSED
"x = Integer.parseInt(""9"")",Chrome 121.0.0.0,,,01-03-2024 09:58:01,01-03-2024 09:58:01,0.000s,PASSED
println(x),Chrome 121.0.0.0,,,01-03-2024 09:58:01,01-03-2024 09:58:01,0.000s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,01-03-2024 09:58:01,01-03-2024 09:58:01,0.207s,PASSED
delay(5),Chrome 121.0.0.0,,,01-03-2024 09:58:01,01-03-2024 09:58:06,5.007s,PASSED
