Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Exchange,Chrome 122.0.0.0,,,02-03-2024 12:25:11,02-03-2024 12:25:48,37.003s,ERROR
,,,,,,,
Test Cases/Exchange/Place exchange_cricket bet,Chrome 122.0.0.0,,,02-03-2024 12:25:11,02-03-2024 12:25:48,36.889s,ERROR
Start setup action : setupTestCase,Chrome 122.0.0.0,,,02-03-2024 12:25:11,02-03-2024 12:25:26,14.692s,PASSED
"click(findTestObject(""Object Repository/Exchange Page/Exchange_menu""))",Chrome 122.0.0.0,,,02-03-2024 12:25:26,02-03-2024 12:25:33,6.454s,PASSED
"click(findTestObject(""Object Repository/Exchange Page/Cricket_menu""))",Chrome 122.0.0.0,,,02-03-2024 12:25:33,02-03-2024 12:25:35,2.064s,PASSED
delay(5),Chrome 122.0.0.0,,,02-03-2024 12:25:35,02-03-2024 12:25:40,5.035s,PASSED
"game1 = getWebDriver().findElement(By.xpath(""(//section[@class='mod-event-line ng-scope ng-isolate-scope'])[1]/ul[1]/li[1]""))",Chrome 122.0.0.0,,,02-03-2024 12:25:40,02-03-2024 12:25:40,0.299s,PASSED
game1.click(),Chrome 122.0.0.0,,,02-03-2024 12:25:40,02-03-2024 12:25:42,1.569s,PASSED
delay(5),Chrome 122.0.0.0,,,02-03-2024 12:25:42,02-03-2024 12:25:47,5.018s,PASSED
"teamAback = getWebDriver().findElement(By.xpath(""(//tr[@class='runner-line ng-scope'])[1]/td[4]/button""))",Chrome 122.0.0.0,,,02-03-2024 12:25:47,02-03-2024 12:25:48,0.969s,PASSED
teamAback.click(),Chrome 122.0.0.0,,,02-03-2024 12:25:48,02-03-2024 12:25:48,0.067s,PASSED
"getvalue = getWebDriver().findElement(By.xpath(""(//tr[@class='runner-line ng-scope'])[1]/td[4]/button/div/span[1]""))",Chrome 122.0.0.0,,,02-03-2024 12:25:48,02-03-2024 12:25:48,0.502s,PASSED
stringoddvalue = getvalue.getText(),Chrome 122.0.0.0,,,02-03-2024 12:25:48,02-03-2024 12:25:48,0.016s,PASSED
println(stringoddvalue),Chrome 122.0.0.0,,,02-03-2024 12:25:48,02-03-2024 12:25:48,0.000s,PASSED
floatoddvalue = stringoddvalue.toFloat(),Chrome 122.0.0.0,,,02-03-2024 12:25:48,02-03-2024 12:25:48,0.000s,PASSED
println(floatoddvalue),Chrome 122.0.0.0,,,02-03-2024 12:25:48,02-03-2024 12:25:48,0.017s,PASSED
newoddvalue = floatoddvalue + 0.10,Chrome 122.0.0.0,,,02-03-2024 12:25:48,02-03-2024 12:25:48,0.017s,PASSED
println(newoddvalue),Chrome 122.0.0.0,,,02-03-2024 12:25:48,02-03-2024 12:25:48,0.000s,PASSED
newstringoddvalue = newoddvalue.floatValue(),Chrome 122.0.0.0,,,02-03-2024 12:25:48,02-03-2024 12:25:48,0.005s,PASSED
"roundoffvalue = newstringoddvalue.getChars(0, 3, 0, 0)",Chrome 122.0.0.0,,,02-03-2024 12:25:48,02-03-2024 12:25:48,0.031s,ERROR
