Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Exchange,Chrome 121.0.0.0,,,01-03-2024 12:33:53,01-03-2024 12:34:41,48.071s,PASSED
,,,,,,,
Test Cases/Exchange/Place exchange_cricket bet,Chrome 121.0.0.0,,,01-03-2024 12:33:53,01-03-2024 12:34:41,47.870s,PASSED
Start setup action : setupTestCase,Chrome 121.0.0.0,,,01-03-2024 12:33:53,01-03-2024 12:34:12,18.632s,PASSED
"click(findTestObject(""Object Repository/Exchange Page/Exchange_menu""))",Chrome 121.0.0.0,,,01-03-2024 12:34:12,01-03-2024 12:34:18,6.415s,PASSED
"click(findTestObject(""Object Repository/Exchange Page/Cricket_menu""))",Chrome 121.0.0.0,,,01-03-2024 12:34:18,01-03-2024 12:34:21,2.652s,PASSED
delay(5),Chrome 121.0.0.0,,,01-03-2024 12:34:21,01-03-2024 12:34:26,5.043s,PASSED
"game1 = getWebDriver().findElement(By.xpath(""(//section[@class='mod-event-line ng-scope ng-isolate-scope'])[1]/ul[1]/li[1]""))",Chrome 121.0.0.0,,,01-03-2024 12:34:26,01-03-2024 12:34:26,0.310s,PASSED
game1.click(),Chrome 121.0.0.0,,,01-03-2024 12:34:26,01-03-2024 12:34:28,1.394s,PASSED
delay(5),Chrome 121.0.0.0,,,01-03-2024 12:34:28,01-03-2024 12:34:33,5.010s,PASSED
"teamAback = getWebDriver().findElement(By.xpath(""(//tr[@class='runner-line ng-scope'])[1]/td[4]/button""))",Chrome 121.0.0.0,,,01-03-2024 12:34:33,01-03-2024 12:34:33,0.307s,PASSED
teamAback.click(),Chrome 121.0.0.0,,,01-03-2024 12:34:33,01-03-2024 12:34:33,0.102s,PASSED
"getvalue = getWebDriver().findElement(By.xpath(""(//tr[@class='runner-line ng-scope'])[1]/td[4]/button/div/span[1]""))",Chrome 121.0.0.0,,,01-03-2024 12:34:33,01-03-2024 12:34:34,0.969s,PASSED
stringoddvalue = getvalue.getText(),Chrome 121.0.0.0,,,01-03-2024 12:34:34,01-03-2024 12:34:34,0.029s,PASSED
println(stringoddvalue),Chrome 121.0.0.0,,,01-03-2024 12:34:34,01-03-2024 12:34:34,0.003s,PASSED
floatoddvalue = stringoddvalue.toFloat(),Chrome 121.0.0.0,,,01-03-2024 12:34:34,01-03-2024 12:34:34,0.000s,PASSED
println(floatoddvalue),Chrome 121.0.0.0,,,01-03-2024 12:34:34,01-03-2024 12:34:34,0.020s,PASSED
newoddvalue = floatoddvalue + 0.20,Chrome 121.0.0.0,,,01-03-2024 12:34:34,01-03-2024 12:34:34,0.027s,PASSED
println(newoddvalue),Chrome 121.0.0.0,,,01-03-2024 12:34:34,01-03-2024 12:34:34,0.005s,PASSED
newstringoddvalue = newoddvalue.floatValue(),Chrome 121.0.0.0,,,01-03-2024 12:34:34,01-03-2024 12:34:34,0.008s,PASSED
"setText(findTestObject(""Object Repository/Exchange Page/ioddvalue_field""), newstringoddvalue)",Chrome 121.0.0.0,,,01-03-2024 12:34:34,01-03-2024 12:34:36,1.739s,PASSED
delay(5),Chrome 121.0.0.0,,,01-03-2024 12:34:36,01-03-2024 12:34:41,5.016s,PASSED
