Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Exchange,Chrome 122.0.0.0,,,02-03-2024 13:52:55,02-03-2024 13:53:35,39.854s,PASSED
,,,,,,,
Test Cases/Exchange/Place exchange_soccer bet,Chrome 122.0.0.0,,,02-03-2024 13:52:55,02-03-2024 13:53:35,39.727s,PASSED
Start setup action : setupTestCase,Chrome 122.0.0.0,,,02-03-2024 13:52:55,02-03-2024 13:53:08,12.508s,PASSED
"click(findTestObject(""Object Repository/Exchange Page/Exchange_menu""))",Chrome 122.0.0.0,,,02-03-2024 13:53:08,02-03-2024 13:53:12,4.111s,PASSED
"click(findTestObject(""Object Repository/Exchange Page/Football_menu""))",Chrome 122.0.0.0,,,02-03-2024 13:53:12,02-03-2024 13:53:14,2.231s,PASSED
delay(5),Chrome 122.0.0.0,,,02-03-2024 13:53:14,02-03-2024 13:53:19,5.035s,PASSED
"game1 = getWebDriver().findElement(By.xpath(""(//section[@class='mod-event-line ng-scope ng-isolate-scope'])[1]/ul[1]/li[1]""))",Chrome 122.0.0.0,,,02-03-2024 13:53:19,02-03-2024 13:53:20,0.289s,PASSED
game1.click(),Chrome 122.0.0.0,,,02-03-2024 13:53:20,02-03-2024 13:53:21,1.049s,PASSED
delay(5),Chrome 122.0.0.0,,,02-03-2024 13:53:21,02-03-2024 13:53:26,5.009s,PASSED
"teamAback = getWebDriver().findElement(By.xpath(""(//tr[@class='runner-line ng-scope'])[1]/td[4]/button""))",Chrome 122.0.0.0,,,02-03-2024 13:53:26,02-03-2024 13:53:26,0.259s,PASSED
teamAback.click(),Chrome 122.0.0.0,,,02-03-2024 13:53:26,02-03-2024 13:53:26,0.088s,PASSED
"getvalue = getWebDriver().findElement(By.xpath(""(//tr[@class='runner-line ng-scope'])[1]/td[4]/button/div/span[1]""))",Chrome 122.0.0.0,,,02-03-2024 13:53:26,02-03-2024 13:53:27,1.117s,PASSED
stringoddvalue = getvalue.getText(),Chrome 122.0.0.0,,,02-03-2024 13:53:27,02-03-2024 13:53:27,0.019s,PASSED
println(stringoddvalue),Chrome 122.0.0.0,,,02-03-2024 13:53:27,02-03-2024 13:53:27,0.000s,PASSED
floatoddvalue = stringoddvalue.toFloat(),Chrome 122.0.0.0,,,02-03-2024 13:53:27,02-03-2024 13:53:27,0.006s,PASSED
println(floatoddvalue),Chrome 122.0.0.0,,,02-03-2024 13:53:27,02-03-2024 13:53:27,0.005s,PASSED
if (floatoddvalue > 5),Chrome 122.0.0.0,,,02-03-2024 13:53:27,02-03-2024 13:53:27,0.001s,PASSED
else,Chrome 122.0.0.0,,,02-03-2024 13:53:27,02-03-2024 13:53:35,7.858s,PASSED
