Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
HomePage,Chrome 122.0.0.0,,,02-03-2024 16:01:44,02-03-2024 16:02:22,38.061s,ERROR
,,,,,,,
Test Cases/HomePage/Open Footer_FAQ successfuk,Chrome 122.0.0.0,"Expected title - user should able to open the FAQ menu successfully
Actual - user can open the FAQ menu",FAQ,02-03-2024 16:01:44,02-03-2024 16:02:09,25.494s,FAILED
Start setup action : setupTestCase,Chrome 122.0.0.0,,,02-03-2024 16:01:44,02-03-2024 16:02:03,18.805s,PASSED
"click(findTestObject(""Object Repository/Home Page/Footerlink_FAQs""))",Chrome 122.0.0.0,,,02-03-2024 16:02:03,02-03-2024 16:02:09,6.576s,PASSED
Expectedtitle = getWindowTitle(),Chrome 122.0.0.0,,,02-03-2024 16:02:09,02-03-2024 16:02:09,0.010s,PASSED
"Actualtitle = ""Haboom - Quick Answers""",Chrome 122.0.0.0,,,02-03-2024 16:02:09,02-03-2024 16:02:09,0.001s,PASSED
"verifyMatch(Expectedtitle, Actualtitle, true)",Chrome 122.0.0.0,,,02-03-2024 16:02:09,02-03-2024 16:02:09,0.024s,FAILED
,,,,,,,
Test Cases/HomePage/Open Footer_help successful,Chrome 122.0.0.0,"Expected title - user should able to open the help menu successfully
Actual - user can open the help menu",Help,02-03-2024 16:02:09,02-03-2024 16:02:20,10.632s,FAILED
Start setup action : setupTestCase,Chrome 122.0.0.0,,,02-03-2024 16:02:09,02-03-2024 16:02:19,9.948s,PASSED
"click(findTestObject(""Object Repository/Home Page/Footerlink_Help""))",Chrome 122.0.0.0,,,02-03-2024 16:02:19,02-03-2024 16:02:20,0.639s,FAILED
,,,,,,,
Test Cases/HomePage/Open Footer_privacypolicy successful,Chrome 122.0.0.0,"Expected title - user should able to open the privacy policy link successfully

Actual - user can open the privacy policy link",Privacy policy,02-03-2024 16:02:20,02-03-2024 16:02:22,1.809s,ERROR
Start setup action : setupTestCase,Chrome 122.0.0.0,,,02-03-2024 16:02:20,02-03-2024 16:02:22,1.801s,ERROR
