Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Exchange,Chrome 121.0.0.0,,,01-03-2024 11:07:20,01-03-2024 11:07:56,36.444s,ERROR
,,,,,,,
Test Cases/Exchange/Place exchange_cricket bet,Chrome 121.0.0.0,,,01-03-2024 11:07:20,01-03-2024 11:07:56,36.318s,ERROR
Start setup action : setupTestCase,Chrome 121.0.0.0,,,01-03-2024 11:07:20,01-03-2024 11:07:36,16.208s,PASSED
"click(findTestObject(""Object Repository/Exchange Page/Exchange_menu""))",Chrome 121.0.0.0,,,01-03-2024 11:07:36,01-03-2024 11:07:41,4.879s,PASSED
"click(findTestObject(""Object Repository/Exchange Page/Cricket_menu""))",Chrome 121.0.0.0,,,01-03-2024 11:07:41,01-03-2024 11:07:43,2.225s,PASSED
delay(5),Chrome 121.0.0.0,,,01-03-2024 11:07:43,01-03-2024 11:07:48,5.023s,PASSED
"game1 = getWebDriver().findElement(By.xpath(""(//section[@class='mod-event-line ng-scope ng-isolate-scope'])[1]/ul[1]/li[1]""))",Chrome 121.0.0.0,,,01-03-2024 11:07:48,01-03-2024 11:07:49,0.267s,PASSED
game1.click(),Chrome 121.0.0.0,,,01-03-2024 11:07:49,01-03-2024 11:07:50,1.065s,PASSED
delay(5),Chrome 121.0.0.0,,,01-03-2024 11:07:50,01-03-2024 11:07:55,5.009s,PASSED
"teamAback = getWebDriver().findElement(By.xpath(""(//tr[@class='runner-line ng-scope'])[1]/td[4]/button""))",Chrome 121.0.0.0,,,01-03-2024 11:07:55,01-03-2024 11:07:55,0.266s,PASSED
teamAback.click(),Chrome 121.0.0.0,,,01-03-2024 11:07:55,01-03-2024 11:07:55,0.048s,PASSED
"getvalue = getWebDriver().findElement(By.xpath(""(//tr[@class='runner-line ng-scope'])[1]/td[4]/button/div/span[1]""))",Chrome 121.0.0.0,,,01-03-2024 11:07:55,01-03-2024 11:07:56,1.195s,PASSED
oddvalue = getvalue.getText(),Chrome 121.0.0.0,,,01-03-2024 11:07:56,01-03-2024 11:07:56,0.020s,PASSED
println(oddvalue),Chrome 121.0.0.0,,,01-03-2024 11:07:56,01-03-2024 11:07:56,0.003s,PASSED
oddvalue2 = oddvalue,Chrome 121.0.0.0,,,01-03-2024 11:07:56,01-03-2024 11:07:56,0.001s,PASSED
str = oddvalue2,Chrome 121.0.0.0,,,01-03-2024 11:07:56,01-03-2024 11:07:56,0.002s,PASSED
intValue = str.toInteger(),Chrome 121.0.0.0,,,01-03-2024 11:07:56,01-03-2024 11:07:56,0.007s,ERROR
