Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
HABOOM,Chrome 122.0.0.0,,,26-02-2024 11:52:23,26-02-2024 11:52:42,18.298s,PASSED
,,,,,,,
Test Cases/JOINNOW/Joinnow valid,Chrome 122.0.0.0,"Expected: With valid credentials, the user should be able to register and enter the homepage.
Actual: With valid credentials, the user is able to register and enter the homepage.",Joinnow,26-02-2024 11:52:23,26-02-2024 11:52:42,18.169s,PASSED
"openBrowser("""")",Chrome 122.0.0.0,,,26-02-2024 11:52:24,26-02-2024 11:52:25,1.238s,PASSED
maximizeWindow(),Chrome 122.0.0.0,,,26-02-2024 11:52:25,26-02-2024 11:52:25,0.137s,PASSED
"navigateToUrl(""https://haboom.com/"")",Chrome 122.0.0.0,,,26-02-2024 11:52:25,26-02-2024 11:52:31,6.076s,PASSED
"click(findTestObject(""Object Repository/JOINNOW/Joinnow valid/Join Now_button""))",Chrome 122.0.0.0,,,26-02-2024 11:52:31,26-02-2024 11:52:34,3.048s,PASSED
randomusername = RandomStringUtils.randomAlphabetic(10),Chrome 122.0.0.0,,,26-02-2024 11:52:34,26-02-2024 11:52:34,0.019s,PASSED
"setText(findTestObject(""Object Repository/JOINNOW/Joinnow valid/User name_Field""), randomusername)",Chrome 122.0.0.0,,,26-02-2024 11:52:34,26-02-2024 11:52:36,1.541s,PASSED
randomemail = RandomStringUtils.randomAlphanumeric(10),Chrome 122.0.0.0,,,26-02-2024 11:52:36,26-02-2024 11:52:36,0.000s,PASSED
"setText(findTestObject(""Object Repository/JOINNOW/Joinnow valid/Email address_Field""), randomemail + ""@gmail.com"")",Chrome 122.0.0.0,,,26-02-2024 11:52:36,26-02-2024 11:52:36,0.615s,PASSED
"setEncryptedText(findTestObject(""Object Repository/JOINNOW/Joinnow valid/Password_Field""), ""Ae2KZyjYBr3zjExtfoMITg=="")",Chrome 122.0.0.0,,,26-02-2024 11:52:36,26-02-2024 11:52:37,0.365s,PASSED
randomnumber = RandomStringUtils.randomNumeric(14),Chrome 122.0.0.0,,,26-02-2024 11:52:37,26-02-2024 11:52:37,0.000s,PASSED
"setText(findTestObject(""Object Repository/JOINNOW/Joinnow valid/Mobile number_Field""), randomnumber)",Chrome 122.0.0.0,,,26-02-2024 11:52:37,26-02-2024 11:52:37,0.591s,PASSED
delay(2),Chrome 122.0.0.0,,,26-02-2024 11:52:37,26-02-2024 11:52:39,2.026s,PASSED
"click(findTestObject(""Object Repository/JOINNOW/Joinnow valid/Register_button""))",Chrome 122.0.0.0,,,26-02-2024 11:52:39,26-02-2024 11:52:40,0.316s,PASSED
delay(2),Chrome 122.0.0.0,,,26-02-2024 11:52:40,26-02-2024 11:52:42,2.009s,PASSED
