Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Exchange,Chrome 122.0.0.0,,,02-03-2024 13:59:00,02-03-2024 13:59:35,34.928s,PASSED
,,,,,,,
Test Cases/Exchange/Place exchange_soccer bet,Chrome 122.0.0.0,,,02-03-2024 13:59:00,02-03-2024 13:59:35,34.800s,PASSED
Start setup action : setupTestCase,Chrome 122.0.0.0,,,02-03-2024 13:59:01,02-03-2024 13:59:10,8.995s,PASSED
"click(findTestObject(""Object Repository/Exchange Page/Exchange_menu""))",Chrome 122.0.0.0,,,02-03-2024 13:59:10,02-03-2024 13:59:13,3.834s,PASSED
"click(findTestObject(""Object Repository/Exchange Page/Football_menu""))",Chrome 122.0.0.0,,,02-03-2024 13:59:13,02-03-2024 13:59:16,2.368s,PASSED
delay(5),Chrome 122.0.0.0,,,02-03-2024 13:59:16,02-03-2024 13:59:21,5.034s,PASSED
"game1 = getWebDriver().findElement(By.xpath(""(//section[@class='mod-event-line ng-scope ng-isolate-scope'])[1]/ul[1]/li[1]""))",Chrome 122.0.0.0,,,02-03-2024 13:59:21,02-03-2024 13:59:21,0.274s,PASSED
game1.click(),Chrome 122.0.0.0,,,02-03-2024 13:59:21,02-03-2024 13:59:22,0.992s,PASSED
delay(5),Chrome 122.0.0.0,,,02-03-2024 13:59:22,02-03-2024 13:59:27,5.016s,PASSED
"teamAback = getWebDriver().findElement(By.xpath(""(//tr[@class='runner-line ng-scope'])[1]/td[4]/button""))",Chrome 122.0.0.0,,,02-03-2024 13:59:27,02-03-2024 13:59:27,0.261s,PASSED
teamAback.click(),Chrome 122.0.0.0,,,02-03-2024 13:59:27,02-03-2024 13:59:27,0.050s,PASSED
"getvalue = getWebDriver().findElement(By.xpath(""(//tr[@class='runner-line ng-scope'])[1]/td[4]/button/div/span[1]""))",Chrome 122.0.0.0,,,02-03-2024 13:59:27,02-03-2024 13:59:28,0.481s,PASSED
stringoddvalue = getvalue.getText(),Chrome 122.0.0.0,,,02-03-2024 13:59:28,02-03-2024 13:59:28,0.011s,PASSED
println(stringoddvalue),Chrome 122.0.0.0,,,02-03-2024 13:59:28,02-03-2024 13:59:28,0.005s,PASSED
floatoddvalue = stringoddvalue.toFloat(),Chrome 122.0.0.0,,,02-03-2024 13:59:28,02-03-2024 13:59:28,0.000s,PASSED
println(floatoddvalue),Chrome 122.0.0.0,,,02-03-2024 13:59:28,02-03-2024 13:59:28,0.006s,PASSED
if (floatoddvalue > 5),Chrome 122.0.0.0,,,02-03-2024 13:59:28,02-03-2024 13:59:28,0.000s,PASSED
else,Chrome 122.0.0.0,,,02-03-2024 13:59:28,02-03-2024 13:59:35,7.347s,PASSED
