Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Exchange,Chrome 122.0.0.0,,,02-03-2024 12:15:27,02-03-2024 12:16:09,41.482s,PASSED
,,,,,,,
Test Cases/Exchange/Place exchange_cricket bet,Chrome 122.0.0.0,,,02-03-2024 12:15:27,02-03-2024 12:16:09,41.349s,PASSED
Start setup action : setupTestCase,Chrome 122.0.0.0,,,02-03-2024 12:15:27,02-03-2024 12:15:35,8.059s,PASSED
"click(findTestObject(""Object Repository/Exchange Page/Exchange_menu""))",Chrome 122.0.0.0,,,02-03-2024 12:15:35,02-03-2024 12:15:42,6.944s,PASSED
"click(findTestObject(""Object Repository/Exchange Page/Cricket_menu""))",Chrome 122.0.0.0,,,02-03-2024 12:15:42,02-03-2024 12:15:45,2.523s,PASSED
delay(5),Chrome 122.0.0.0,,,02-03-2024 12:15:45,02-03-2024 12:15:50,5.019s,PASSED
"game1 = getWebDriver().findElement(By.xpath(""(//section[@class='mod-event-line ng-scope ng-isolate-scope'])[1]/ul[1]/li[1]""))",Chrome 122.0.0.0,,,02-03-2024 12:15:50,02-03-2024 12:15:50,0.308s,PASSED
game1.click(),Chrome 122.0.0.0,,,02-03-2024 12:15:50,02-03-2024 12:15:52,2.018s,PASSED
delay(5),Chrome 122.0.0.0,,,02-03-2024 12:15:52,02-03-2024 12:15:57,5.012s,PASSED
"teamAback = getWebDriver().findElement(By.xpath(""(//tr[@class='runner-line ng-scope'])[1]/td[4]/button""))",Chrome 122.0.0.0,,,02-03-2024 12:15:57,02-03-2024 12:15:58,0.603s,PASSED
teamAback.click(),Chrome 122.0.0.0,,,02-03-2024 12:15:58,02-03-2024 12:15:58,0.096s,PASSED
"getvalue = getWebDriver().findElement(By.xpath(""(//tr[@class='runner-line ng-scope'])[1]/td[4]/button/div/span[1]""))",Chrome 122.0.0.0,,,02-03-2024 12:15:58,02-03-2024 12:15:58,0.391s,PASSED
stringoddvalue = getvalue.getText(),Chrome 122.0.0.0,,,02-03-2024 12:15:58,02-03-2024 12:15:58,0.015s,PASSED
println(stringoddvalue),Chrome 122.0.0.0,,,02-03-2024 12:15:58,02-03-2024 12:15:58,0.000s,PASSED
floatoddvalue = stringoddvalue.toFloat(),Chrome 122.0.0.0,,,02-03-2024 12:15:58,02-03-2024 12:15:58,0.000s,PASSED
println(floatoddvalue),Chrome 122.0.0.0,,,02-03-2024 12:15:58,02-03-2024 12:15:58,0.017s,PASSED
newoddvalue = floatoddvalue + 0.10,Chrome 122.0.0.0,,,02-03-2024 12:15:58,02-03-2024 12:15:58,0.015s,PASSED
println(newoddvalue),Chrome 122.0.0.0,,,02-03-2024 12:15:58,02-03-2024 12:15:58,0.002s,PASSED
newstringoddvalue = newoddvalue.floatValue(),Chrome 122.0.0.0,,,02-03-2024 12:15:58,02-03-2024 12:15:58,0.001s,PASSED
"setText(findTestObject(""Object Repository/Exchange Page/oddvalue_field""), newstringoddvalue)",Chrome 122.0.0.0,,,02-03-2024 12:15:58,02-03-2024 12:16:01,2.819s,PASSED
"click(findTestObject(""Object Repository/Exchange Page/Placebet_button""))",Chrome 122.0.0.0,,,02-03-2024 12:16:01,02-03-2024 12:16:03,1.327s,PASSED
delay(5),Chrome 122.0.0.0,,,02-03-2024 12:16:03,02-03-2024 12:16:08,5.007s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Exchange Page/cancelallunmatchedbet_button""))",Chrome 122.0.0.0,,,02-03-2024 12:16:08,02-03-2024 12:16:08,0.749s,PASSED
"println(""bet placed successfully"")",Chrome 122.0.0.0,,,02-03-2024 12:16:08,02-03-2024 12:16:08,0.000s,PASSED
"click(findTestObject(""Object Repository/Exchange Page/cancelallunmatchedbet_button""))",Chrome 122.0.0.0,,,02-03-2024 12:16:08,02-03-2024 12:16:09,0.313s,PASSED
