Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Exchange,Chrome 121.0.0.0,,,01-03-2024 12:49:20,01-03-2024 12:50:07,47.473s,PASSED
,,,,,,,
Test Cases/Exchange/Place exchange_cricket bet,Chrome 121.0.0.0,,,01-03-2024 12:49:20,01-03-2024 12:50:07,47.353s,PASSED
Start setup action : setupTestCase,Chrome 121.0.0.0,,,01-03-2024 12:49:20,01-03-2024 12:49:37,17.124s,PASSED
"click(findTestObject(""Object Repository/Exchange Page/Exchange_menu""))",Chrome 121.0.0.0,,,01-03-2024 12:49:37,01-03-2024 12:49:43,6.139s,PASSED
"click(findTestObject(""Object Repository/Exchange Page/Cricket_menu""))",Chrome 121.0.0.0,,,01-03-2024 12:49:43,01-03-2024 12:49:46,2.459s,PASSED
delay(5),Chrome 121.0.0.0,,,01-03-2024 12:49:46,01-03-2024 12:49:51,5.025s,PASSED
"game1 = getWebDriver().findElement(By.xpath(""(//section[@class='mod-event-line ng-scope ng-isolate-scope'])[1]/ul[1]/li[1]""))",Chrome 121.0.0.0,,,01-03-2024 12:49:51,01-03-2024 12:49:51,0.278s,PASSED
game1.click(),Chrome 121.0.0.0,,,01-03-2024 12:49:51,01-03-2024 12:49:54,2.586s,PASSED
delay(5),Chrome 121.0.0.0,,,01-03-2024 12:49:54,01-03-2024 12:49:59,5.010s,PASSED
"teamAback = getWebDriver().findElement(By.xpath(""(//tr[@class='runner-line ng-scope'])[1]/td[4]/button""))",Chrome 121.0.0.0,,,01-03-2024 12:49:59,01-03-2024 12:49:59,0.257s,PASSED
teamAback.click(),Chrome 121.0.0.0,,,01-03-2024 12:49:59,01-03-2024 12:49:59,0.048s,PASSED
"getvalue = getWebDriver().findElement(By.xpath(""(//tr[@class='runner-line ng-scope'])[1]/td[4]/button/div/span[1]""))",Chrome 121.0.0.0,,,01-03-2024 12:49:59,01-03-2024 12:50:00,1.146s,PASSED
stringoddvalue = getvalue.getText(),Chrome 121.0.0.0,,,01-03-2024 12:50:00,01-03-2024 12:50:00,0.022s,PASSED
println(stringoddvalue),Chrome 121.0.0.0,,,01-03-2024 12:50:00,01-03-2024 12:50:00,0.000s,PASSED
floatoddvalue = stringoddvalue.toFloat(),Chrome 121.0.0.0,,,01-03-2024 12:50:00,01-03-2024 12:50:00,0.000s,PASSED
println(floatoddvalue),Chrome 121.0.0.0,,,01-03-2024 12:50:00,01-03-2024 12:50:00,0.000s,PASSED
newoddvalue = floatoddvalue + 0.20,Chrome 121.0.0.0,,,01-03-2024 12:50:00,01-03-2024 12:50:00,0.016s,PASSED
println(newoddvalue),Chrome 121.0.0.0,,,01-03-2024 12:50:00,01-03-2024 12:50:00,0.000s,PASSED
newstringoddvalue = newoddvalue.floatValue(),Chrome 121.0.0.0,,,01-03-2024 12:50:00,01-03-2024 12:50:00,0.000s,PASSED
"setText(findTestObject(""Object Repository/Exchange Page/oddvalue_field""), newstringoddvalue)",Chrome 121.0.0.0,,,01-03-2024 12:50:00,01-03-2024 12:50:02,1.536s,PASSED
"click(findTestObject(""Object Repository/Exchange Page/Placebet_button""))",Chrome 121.0.0.0,,,01-03-2024 12:50:02,01-03-2024 12:50:02,0.557s,PASSED
delay(5),Chrome 121.0.0.0,,,01-03-2024 12:50:02,01-03-2024 12:50:07,5.007s,PASSED
