Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
HABOOM,Chrome 122.0.0.0,,,26-02-2024 13:53:01,26-02-2024 13:56:16,3m - 14.662s,PASSED
,,,,,,,
Test Cases/HOMEPAGE LOGIN/Login valid,Chrome 122.0.0.0,"Expected: With valid credentials, the user should be able to log in to the homepage.
Actual: With valid credentials, the user is logged in to the homepage.",Login,26-02-2024 13:53:01,26-02-2024 13:56:16,3m - 14.422s,PASSED
"openBrowser("""")",Chrome 122.0.0.0,,,26-02-2024 13:53:02,26-02-2024 13:53:04,2.661s,PASSED
"navigateToUrl(""https://haboom.com/"")",Chrome 122.0.0.0,,,26-02-2024 13:53:04,26-02-2024 13:55:40,2m - 35.888s,PASSED
"setText(findTestObject(""Login/Login_Valid/Username_Field""), ""rock"")",Chrome 122.0.0.0,,,26-02-2024 13:55:40,26-02-2024 13:55:44,4.165s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/Login_Valid/Password_Field""), ""Ae2KZyjYBr3zjExtfoMITg=="")",Chrome 122.0.0.0,,,26-02-2024 13:55:44,26-02-2024 13:55:47,2.260s,PASSED
"click(findTestObject(""Object Repository/Login/Login_Valid/Login_Button""))",Chrome 122.0.0.0,,,26-02-2024 13:55:47,26-02-2024 13:55:49,2.624s,PASSED
"click(findTestObject(""Object Repository/Login/Login_Valid/My Account""))",Chrome 122.0.0.0,,,26-02-2024 13:55:49,26-02-2024 13:56:14,25.166s,PASSED
"verifyElementPresent(findTestObject(""Login/Login_Valid/UserName""), 0)",Chrome 122.0.0.0,,,26-02-2024 13:56:14,26-02-2024 13:56:16,1.328s,PASSED
