Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Exchange,Chrome 121.0.0.0,,,01-03-2024 10:53:24,01-03-2024 10:53:58,34.843s,ERROR
,,,,,,,
Test Cases/Exchange/Place exchange_cricket bet,Chrome 121.0.0.0,,,01-03-2024 10:53:24,01-03-2024 10:53:58,34.715s,ERROR
Start setup action : setupTestCase,Chrome 121.0.0.0,,,01-03-2024 10:53:24,01-03-2024 10:53:40,15.809s,PASSED
"click(findTestObject(""Object Repository/Exchange Page/Exchange_menu""))",Chrome 121.0.0.0,,,01-03-2024 10:53:40,01-03-2024 10:53:44,4.203s,PASSED
"click(findTestObject(""Object Repository/Exchange Page/Cricket_menu""))",Chrome 121.0.0.0,,,01-03-2024 10:53:44,01-03-2024 10:53:46,2.418s,PASSED
delay(5),Chrome 121.0.0.0,,,01-03-2024 10:53:46,01-03-2024 10:53:51,5.020s,PASSED
"game1 = getWebDriver().findElement(By.xpath(""(//section[@class='mod-event-line ng-scope ng-isolate-scope'])[1]/ul[1]/li[1]""))",Chrome 121.0.0.0,,,01-03-2024 10:53:51,01-03-2024 10:53:51,0.282s,PASSED
game1.click(),Chrome 121.0.0.0,,,01-03-2024 10:53:51,01-03-2024 10:53:53,1.067s,PASSED
delay(5),Chrome 121.0.0.0,,,01-03-2024 10:53:53,01-03-2024 10:53:58,5.008s,PASSED
"teamAback = getWebDriver().findElement(By.xpath(""(//tr[@class='runner-line ng-scope'])[1]/td[4]/button""))",Chrome 121.0.0.0,,,01-03-2024 10:53:58,01-03-2024 10:53:58,0.232s,PASSED
teamAback.click(),Chrome 121.0.0.0,,,01-03-2024 10:53:58,01-03-2024 10:53:58,0.053s,PASSED
"getvalue = getWebDriver().findElement(By.xpath(""(//tr[@class='runner-line ng-scope'])[1]/td[4]/button/div/span[1]""))",Chrome 121.0.0.0,,,01-03-2024 10:53:58,01-03-2024 10:53:58,0.480s,PASSED
oddvalue = getvalue.getText(),Chrome 121.0.0.0,,,01-03-2024 10:53:58,01-03-2024 10:53:58,0.020s,PASSED
println(oddvalue),Chrome 121.0.0.0,,,01-03-2024 10:53:58,01-03-2024 10:53:58,0.004s,PASSED
str = oddvalue,Chrome 121.0.0.0,,,01-03-2024 10:53:58,01-03-2024 10:53:58,0.001s,PASSED
intValue = str.toInteger(),Chrome 121.0.0.0,,,01-03-2024 10:53:58,01-03-2024 10:53:58,0.008s,ERROR
