Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
HomePage,Chrome 121.0.0.0,,,29-02-2024 10:10:54,29-02-2024 10:14:39,3m - 45.268s,PASSED
,,,,,,,
Test Cases/HomePage/Open recommended games successful,Chrome 121.0.0.0,"Expected Result - User should able to open the Recommeded games successfully
Actual Result - User can able to open the Recommeded games successfully",Recommeded games,29-02-2024 10:10:54,29-02-2024 10:11:12,18.518s,PASSED
Start setup action : setupTestCase,Chrome 121.0.0.0,,,29-02-2024 10:10:54,29-02-2024 10:11:09,14.688s,PASSED
"click(findTestObject(""Object Repository/Home Page/Recommendedgames_Teenpatti_image""))",Chrome 121.0.0.0,,,29-02-2024 10:11:09,29-02-2024 10:11:11,2.605s,PASSED
switchToWindowIndex(1),Chrome 121.0.0.0,,,29-02-2024 10:11:11,29-02-2024 10:11:11,0.025s,PASSED
actualtitle = getWindowTitle(),Chrome 121.0.0.0,,,29-02-2024 10:11:11,29-02-2024 10:11:12,1.091s,PASSED
"expectedtitle = ""Three Card Poker""",Chrome 121.0.0.0,,,29-02-2024 10:11:12,29-02-2024 10:11:12,0.001s,PASSED
"verifyMatch(actualtitle, expectedtitle, true)",Chrome 121.0.0.0,,,29-02-2024 10:11:12,29-02-2024 10:11:12,0.022s,PASSED
,,,,,,,
Test Cases/HomePage/Open top10 games successful,Chrome 121.0.0.0,"Expected Result - User should able to open the Recommeded games
Actual Result - User can able to open the Recommeded games",Recommended games,29-02-2024 10:11:12,29-02-2024 10:11:30,17.798s,PASSED
Start setup action : setupTestCase,Chrome 121.0.0.0,,,29-02-2024 10:11:12,29-02-2024 10:11:25,12.904s,PASSED
"click(findTestObject(""Object Repository/Home Page/Top10games_Roulette_image""))",Chrome 121.0.0.0,,,29-02-2024 10:11:25,29-02-2024 10:11:28,2.573s,PASSED
switchToWindowIndex(1),Chrome 121.0.0.0,,,29-02-2024 10:11:28,29-02-2024 10:11:28,0.012s,PASSED
actualtitle = getWindowTitle(),Chrome 121.0.0.0,,,29-02-2024 10:11:28,29-02-2024 10:11:30,2.262s,PASSED
"expectedtitle = ""Casino""",Chrome 121.0.0.0,,,29-02-2024 10:11:30,29-02-2024 10:11:30,0.001s,PASSED
"verifyMatch(actualtitle, expectedtitle, true)",Chrome 121.0.0.0,,,29-02-2024 10:11:30,29-02-2024 10:11:30,0.002s,PASSED
,,,,,,,
Test Cases/HomePage/Open exchange_cricket game successfull,Chrome 121.0.0.0,"Expected result - User should able to open the exchange cricket game successfully
Actual result - User can able to open the exchange cricket game successfully",Exchange cricket,29-02-2024 10:11:30,29-02-2024 10:12:04,33.336s,PASSED
Start setup action : setupTestCase,Chrome 121.0.0.0,,,29-02-2024 10:11:30,29-02-2024 10:11:44,13.665s,PASSED
"click(findTestObject(""Object Repository/Home Page/Exchange_cricket""))",Chrome 121.0.0.0,,,29-02-2024 10:11:44,29-02-2024 10:11:59,14.539s,PASSED
delay(5),Chrome 121.0.0.0,,,29-02-2024 10:11:59,29-02-2024 10:12:04,5.019s,PASSED
Actualtitle = getWindowTitle(),Chrome 121.0.0.0,,,29-02-2024 10:12:04,29-02-2024 10:12:04,0.015s,PASSED
