Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Exchange,Chrome 121.0.0.0,,,01-03-2024 10:58:17,01-03-2024 10:58:49,32.305s,ERROR
,,,,,,,
Test Cases/Exchange/Place exchange_cricket bet,Chrome 121.0.0.0,,,01-03-2024 10:58:17,01-03-2024 10:58:49,32.185s,ERROR
Start setup action : setupTestCase,Chrome 121.0.0.0,,,01-03-2024 10:58:17,01-03-2024 10:58:31,13.532s,PASSED
"click(findTestObject(""Object Repository/Exchange Page/Exchange_menu""))",Chrome 121.0.0.0,,,01-03-2024 10:58:31,01-03-2024 10:58:35,4.050s,PASSED
"click(findTestObject(""Object Repository/Exchange Page/Cricket_menu""))",Chrome 121.0.0.0,,,01-03-2024 10:58:35,01-03-2024 10:58:37,2.380s,PASSED
delay(5),Chrome 121.0.0.0,,,01-03-2024 10:58:37,01-03-2024 10:58:42,5.019s,PASSED
"game1 = getWebDriver().findElement(By.xpath(""(//section[@class='mod-event-line ng-scope ng-isolate-scope'])[1]/ul[1]/li[1]""))",Chrome 121.0.0.0,,,01-03-2024 10:58:42,01-03-2024 10:58:43,0.275s,PASSED
game1.click(),Chrome 121.0.0.0,,,01-03-2024 10:58:43,01-03-2024 10:58:44,1.032s,PASSED
delay(5),Chrome 121.0.0.0,,,01-03-2024 10:58:44,01-03-2024 10:58:49,5.005s,PASSED
"teamAback = getWebDriver().findElement(By.xpath(""(//tr[@class='runner-line ng-scope'])[1]/td[4]/button""))",Chrome 121.0.0.0,,,01-03-2024 10:58:49,01-03-2024 10:58:49,0.267s,PASSED
teamAback.click(),Chrome 121.0.0.0,,,01-03-2024 10:58:49,01-03-2024 10:58:49,0.041s,PASSED
"getvalue = getWebDriver().findElement(By.xpath(""(//tr[@class='runner-line ng-scope'])[1]/td[4]/button/div/span[1]""))",Chrome 121.0.0.0,,,01-03-2024 10:58:49,01-03-2024 10:58:49,0.465s,PASSED
oddvalue = getvalue.getText(),Chrome 121.0.0.0,,,01-03-2024 10:58:49,01-03-2024 10:58:49,0.014s,PASSED
println(oddvalue),Chrome 121.0.0.0,,,01-03-2024 10:58:49,01-03-2024 10:58:49,0.005s,PASSED
"str = ""oddvalue""",Chrome 121.0.0.0,,,01-03-2024 10:58:49,01-03-2024 10:58:49,0.000s,PASSED
intValue = str.toInteger(),Chrome 121.0.0.0,,,01-03-2024 10:58:49,01-03-2024 10:58:49,0.009s,ERROR
