Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Exchange,Chrome 121.0.0.0,,,29-02-2024 14:02:31,29-02-2024 14:03:05,33.994s,ERROR
,,,,,,,
Test Cases/Exchange/Place exchange_cricket bet,Chrome 121.0.0.0,,,29-02-2024 14:02:31,29-02-2024 14:03:05,33.879s,ERROR
Start setup action : setupTestCase,Chrome 121.0.0.0,,,29-02-2024 14:02:31,29-02-2024 14:02:43,11.413s,PASSED
"click(findTestObject(""Object Repository/Exchange Page/Exchange_menu""))",Chrome 121.0.0.0,,,29-02-2024 14:02:43,29-02-2024 14:02:50,7.406s,PASSED
"click(findTestObject(""Object Repository/Exchange Page/Cricket_menu""))",Chrome 121.0.0.0,,,29-02-2024 14:02:50,29-02-2024 14:02:53,2.443s,PASSED
delay(5),Chrome 121.0.0.0,,,29-02-2024 14:02:53,29-02-2024 14:02:58,5.030s,PASSED
"game1 = getWebDriver().findElement(By.xpath(""(//section[@class='mod-event-line ng-scope ng-isolate-scope'])[1]/ul[1]/li[1]""))",Chrome 121.0.0.0,,,29-02-2024 14:02:58,29-02-2024 14:02:58,0.267s,PASSED
game1.click(),Chrome 121.0.0.0,,,29-02-2024 14:02:58,29-02-2024 14:02:59,1.488s,PASSED
delay(5),Chrome 121.0.0.0,,,29-02-2024 14:02:59,29-02-2024 14:03:04,5.007s,PASSED
"teamAback = getWebDriver().findElement(By.xpath(""(//tr[@class='runner-line ng-scope'])[1]/td[4]/button""))",Chrome 121.0.0.0,,,29-02-2024 14:03:04,29-02-2024 14:03:05,0.242s,PASSED
teamAback.click(),Chrome 121.0.0.0,,,29-02-2024 14:03:05,29-02-2024 14:03:05,0.037s,PASSED
"getvalue = getWebDriver().findElement(By.xpath(""(//tr[@class='runner-line ng-scope'])[1]/td[4]/button/div/span[1]""))",Chrome 121.0.0.0,,,29-02-2024 14:03:05,29-02-2024 14:03:05,0.449s,PASSED
oddvalue = getvalue.getText(),Chrome 121.0.0.0,,,29-02-2024 14:03:05,29-02-2024 14:03:05,0.016s,ERROR
