Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Exchange,Chrome 121.0.0.0,,,01-03-2024 11:55:16,01-03-2024 11:56:00,44.178s,PASSED
,,,,,,,
Test Cases/Exchange/Place exchange_cricket bet,Chrome 121.0.0.0,,,01-03-2024 11:55:16,01-03-2024 11:56:00,44.001s,PASSED
Start setup action : setupTestCase,Chrome 121.0.0.0,,,01-03-2024 11:55:16,01-03-2024 11:55:31,15.305s,PASSED
"click(findTestObject(""Object Repository/Exchange Page/Exchange_menu""))",Chrome 121.0.0.0,,,01-03-2024 11:55:31,01-03-2024 11:55:37,5.377s,PASSED
"click(findTestObject(""Object Repository/Exchange Page/Cricket_menu""))",Chrome 121.0.0.0,,,01-03-2024 11:55:37,01-03-2024 11:55:40,3.248s,PASSED
delay(5),Chrome 121.0.0.0,,,01-03-2024 11:55:40,01-03-2024 11:55:45,5.031s,PASSED
"game1 = getWebDriver().findElement(By.xpath(""(//section[@class='mod-event-line ng-scope ng-isolate-scope'])[1]/ul[1]/li[1]""))",Chrome 121.0.0.0,,,01-03-2024 11:55:45,01-03-2024 11:55:45,0.299s,PASSED
game1.click(),Chrome 121.0.0.0,,,01-03-2024 11:55:45,01-03-2024 11:55:47,1.472s,PASSED
delay(5),Chrome 121.0.0.0,,,01-03-2024 11:55:47,01-03-2024 11:55:52,5.012s,PASSED
"teamAback = getWebDriver().findElement(By.xpath(""(//tr[@class='runner-line ng-scope'])[1]/td[4]/button""))",Chrome 121.0.0.0,,,01-03-2024 11:55:52,01-03-2024 11:55:53,1.532s,PASSED
teamAback.click(),Chrome 121.0.0.0,,,01-03-2024 11:55:53,01-03-2024 11:55:53,0.059s,PASSED
"getvalue = getWebDriver().findElement(By.xpath(""(//tr[@class='runner-line ng-scope'])[1]/td[4]/button/div/span[1]""))",Chrome 121.0.0.0,,,01-03-2024 11:55:53,01-03-2024 11:55:55,1.409s,PASSED
oddvalue = getvalue.getText(),Chrome 121.0.0.0,,,01-03-2024 11:55:55,01-03-2024 11:55:55,0.017s,PASSED
println(oddvalue),Chrome 121.0.0.0,,,01-03-2024 11:55:55,01-03-2024 11:55:55,0.000s,PASSED
try,Chrome 121.0.0.0,,,01-03-2024 11:55:55,01-03-2024 11:55:55,0.000s,PASSED
catch (NumberFormatException e),Chrome 121.0.0.0,,,01-03-2024 11:55:55,01-03-2024 11:55:55,0.029s,PASSED
delay(5),Chrome 121.0.0.0,,,01-03-2024 11:55:55,01-03-2024 11:56:00,5.016s,PASSED
