Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Exchange,Chrome 121.0.0.0,,,01-03-2024 09:53:24,01-03-2024 09:54:13,48.703s,PASSED
,,,,,,,
Test Cases/Exchange/Place exchange_cricket bet,Chrome 121.0.0.0,,,01-03-2024 09:53:24,01-03-2024 09:54:13,48.571s,PASSED
Start setup action : setupTestCase,Chrome 121.0.0.0,,,01-03-2024 09:53:24,01-03-2024 09:53:43,19.099s,PASSED
"click(findTestObject(""Object Repository/Exchange Page/Exchange_menu""))",Chrome 121.0.0.0,,,01-03-2024 09:53:43,01-03-2024 09:53:52,8.376s,PASSED
"click(findTestObject(""Object Repository/Exchange Page/Cricket_menu""))",Chrome 121.0.0.0,,,01-03-2024 09:53:52,01-03-2024 09:53:54,2.272s,PASSED
delay(5),Chrome 121.0.0.0,,,01-03-2024 09:53:54,01-03-2024 09:53:59,5.024s,PASSED
"game1 = getWebDriver().findElement(By.xpath(""(//section[@class='mod-event-line ng-scope ng-isolate-scope'])[1]/ul[1]/li[1]""))",Chrome 121.0.0.0,,,01-03-2024 09:53:59,01-03-2024 09:53:59,0.305s,PASSED
game1.click(),Chrome 121.0.0.0,,,01-03-2024 09:53:59,01-03-2024 09:54:01,1.953s,PASSED
delay(5),Chrome 121.0.0.0,,,01-03-2024 09:54:01,01-03-2024 09:54:06,5.015s,PASSED
"teamAback = getWebDriver().findElement(By.xpath(""(//tr[@class='runner-line ng-scope'])[1]/td[4]/button""))",Chrome 121.0.0.0,,,01-03-2024 09:54:06,01-03-2024 09:54:06,0.266s,PASSED
teamAback.click(),Chrome 121.0.0.0,,,01-03-2024 09:54:06,01-03-2024 09:54:07,0.041s,PASSED
"getvalue = getWebDriver().findElement(By.xpath(""(//tr[@class='runner-line ng-scope'])[1]/td[4]/button/div/span[1]""))",Chrome 121.0.0.0,,,01-03-2024 09:54:07,01-03-2024 09:54:07,0.853s,PASSED
oddvalue = getvalue.getText(),Chrome 121.0.0.0,,,01-03-2024 09:54:07,01-03-2024 09:54:07,0.012s,PASSED
println(oddvalue),Chrome 121.0.0.0,,,01-03-2024 09:54:07,01-03-2024 09:54:07,0.008s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,01-03-2024 09:54:07,01-03-2024 09:54:08,0.227s,PASSED
delay(5),Chrome 121.0.0.0,,,01-03-2024 09:54:08,01-03-2024 09:54:13,5.009s,PASSED
